
Nucleus Volume
 ==================== 
Nucleus Volume,Unit,Category,Time,Default Labels,CellID,ID,
469.749,um^3,Nucleus,1,ATM,1,100000000,
467.309,um^3,Nucleus,1,ATM,2,100000001,
165.586,um^3,Nucleus,1,TVC,3,100000002,
141.67,um^3,Nucleus,1,TVC,4,100000003,
103.461,um^3,Nucleus,1,TVC,5,100000004,
87.4831,um^3,Nucleus,1,TVC,6,100000005,
