
Ellipsoid Axis C
 ==================== 
Ellipsoid Axis C X,Ellipsoid Axis C Y,Ellipsoid Axis C Z,Unit,Category,Collection,Time,Default Labels,ID,
0.650894,-0.759046,-0.0136459,um,Surface,Ellipsoid Axis C,1,ATMgroup,0,
-0.900923,-0.306433,0.307307,um,Surface,Ellipsoid Axis C,1,TVCgroup,2,
