
Nucleus Ellipsoid Axis Length C
 ==================== 
Nucleus Ellipsoid Axis Length C,Unit,Category,Time,Default Labels,CellID,ID,
7.15681,um,Nucleus,1,ATM,0,100000000,
6.01816,um,Nucleus,1,ATM,1,100000001,
6.18817,um,Nucleus,1,ATM,4,100000004,
4.17703,um,Nucleus,1,TVC,6,100000006,
4.62121,um,Nucleus,1,TVC,7,100000007,
4.77868,um,Nucleus,1,TVC,8,100000008,
4.74552,um,Nucleus,1,TVC,11,100000011,
