
Cell Ellipticity (oblate)
 ==================== 
Cell Ellipticity (oblate),Unit,Category,Time,Default Labels,ID,
0.627608,,Cell,1,ATM,0,
0.45264,,Cell,1,ATM,1,
0.532569,,Cell,1,ATM,4,
0.580987,,Cell,1,TVC,6,
0.398017,,Cell,1,TVC,7,
0.472435,,Cell,1,TVC,8,
0.368308,,Cell,1,TVC,11,
