
Nucleus Relative To Cell Distance from Origin
 ==================== 
Nucleus Relative To Cell Distance from Origin,Unit,Category,Collection,Time,Default Labels,CellID,ID,
2.25524,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,ATM,0,100000000,
1.3214,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,ATM,1,100000001,
3.3425,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,ATM,4,100000004,
1.72448,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,TVC,6,100000006,
1.97809,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,TVC,7,100000007,
2.19752,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,TVC,8,100000008,
2.67563,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,TVC,11,100000011,
