
Ellipsoid Axis B
 ==================== 
Ellipsoid Axis B X,Ellipsoid Axis B Y,Ellipsoid Axis B Z,Unit,Category,Collection,Time,Default Labels,ID,
-0.184063,0.231407,-0.955286,um,Surface,Ellipsoid Axis B,1,ATM,3,
-0.240184,0.295385,-0.924694,um,Surface,Ellipsoid Axis B,1,TVCgroup,0,
