
Center of Image Mass Ch=1 Img=1
 ==================== 
Center of Image Mass X,Center of Image Mass Y,Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
46763.7,40485.2,129.71,um,Surface,1,Center of Image Mass,Image 1,1,ATMgroup,0,
46712.4,40449.4,149.904,um,Surface,1,Center of Image Mass,Image 1,1,TVCgroup,2,
