
Center of Image Mass Ch=1 Img=1
 ==================== 
Center of Image Mass X,Center of Image Mass Y,Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
36015.1,55234.9,154.607,um,Surface,1,Center of Image Mass,Image 1,1,ATMgroup,0,
35934.1,55278.2,143.146,um,Surface,1,Center of Image Mass,Image 1,1,TVCgroup,2,
