
Ellipsoid Axis C
 ==================== 
Ellipsoid Axis C X,Ellipsoid Axis C Y,Ellipsoid Axis C Z,Unit,Category,Collection,Time,Default Labels,ID,
0.636233,-0.770207,0.0445872,um,Surface,Ellipsoid Axis C,1,ATMgroup,0,
0.959996,-0.279154,0.0219114,um,Surface,Ellipsoid Axis C,1,TVCgroup,2,
