
Ellipsoid Axis Length B
 ==================== 
Ellipsoid Axis Length B,Unit,Category,Time,Default Labels,ID,
10.8495,um,Surface,1,TVCgroup,0,
10.4147,um,Surface,1,ATMgroup,3,
