
Nucleus Sphericity
 ==================== 
Nucleus Sphericity,Unit,Category,Time,Default Labels,CellID,ID,
0.654887,,Nucleus,1,ATM,0,100000000,
0.630814,,Nucleus,1,ATM,1,100000001,
0.6671,,Nucleus,1,TVC,2,100000002,
0.639861,,Nucleus,1,TVC,3,100000003,
0.635013,,Nucleus,1,TVC,4,100000004,
0.65438,,Nucleus,1,TVC,5,100000005,
