
Cell Center of Homogeneous Mass
 ==================== 
Cell Center of Homogeneous Mass X,Cell Center of Homogeneous Mass Y,Cell Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
37196,86679.4,19.6953,um,Cell,Cell Center of Homogeneous Mass,1,ATM,0,
37228.2,86616.3,3.44416,um,Cell,Cell Center of Homogeneous Mass,1,TVC,1,
37228.7,86627.2,3.23411,um,Cell,Cell Center of Homogeneous Mass,1,TVC,2,
37218.6,86611.2,5.50764,um,Cell,Cell Center of Homogeneous Mass,1,TVC,3,
37230.4,86638.6,8.27944,um,Cell,Cell Center of Homogeneous Mass,1,TVC,4,
37218.3,86623.3,7.80536,um,Cell,Cell Center of Homogeneous Mass,1,TVC,5,
37220.3,86631.3,13.0774,um,Cell,Cell Center of Homogeneous Mass,1,TVC,7,
