
Ellipsoid Axis A
 ==================== 
Ellipsoid Axis A X,Ellipsoid Axis A Y,Ellipsoid Axis A Z,Unit,Category,Collection,Time,Default Labels,ID,
0.442648,0.163145,-0.881729,um,Surface,Ellipsoid Axis A,1,ATMgroup,0,
0.580714,-0.722275,0.37562,um,Surface,Ellipsoid Axis A,1,TVCgroup,2,
