
BoundingBoxOO Length
 ==================== 
BoundingBoxOO Length A,BoundingBoxOO Length B,BoundingBoxOO Length C,Unit,Category,Collection,Time,Default Labels,ID,
19.5742,22.7734,74.5234,um,Surface,BoundingBoxOO Length,1,ATMgroup,0,
16.1826,23.9414,42.0234,um,Surface,BoundingBoxOO Length,1,TVCgroup,2,
