
Nucleus Relative To Cell Distance from Origin
 ==================== 
Nucleus Relative To Cell Distance from Origin,Unit,Category,Collection,Time,Default Labels,CellID,ID,
6.05616,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,ATM,3,100000003,
2.23883,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,ATM,5,100000005,
1.4768,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,TVC,0,100000000,
1.20307,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,TVC,1,100000001,
2.54081,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,TVC,2,100000002,
2.35752,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,TVC,4,100000004,
