
Cell Center of Image Mass Ch=2 Img=1
 ==================== 
Cell Center of Image Mass X,Cell Center of Image Mass Y,Cell Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
42858.9,95270.4,57.9042,um,Cell,2,Cell Center of Image Mass,Image 1,1,ATM,8,
42866.5,95278.6,53.7816,um,Cell,2,Cell Center of Image Mass,Image 1,1,ATM,9,
42873.5,95285.5,58.8751,um,Cell,2,Cell Center of Image Mass,Image 1,1,ATM,10,
42846.5,95263,23.4459,um,Cell,2,Cell Center of Image Mass,Image 1,1,TVC,4,
42838.4,95268.2,23.9207,um,Cell,2,Cell Center of Image Mass,Image 1,1,TVC,5,
