
Ellipsoid Axis Length B
 ==================== 
Ellipsoid Axis Length B,Unit,Category,Time,Default Labels,ID,
16.3361,um,Surface,1,TVCgroup,0,
9.64896,um,Surface,1,ATMgroup,3,
