
Cell Distance to Image Border XYZ Img=1
 ==================== 
Cell Distance to Image Border XYZ,Unit,Category,Image,Time,Default Labels,ID,
16.0905,um,Cell,Image 1,1,ATM,1,
13.5499,um,Cell,Image 1,1,TVC,2,
12.2796,um,Cell,Image 1,1,TVC,3,
9.73898,um,Cell,Image 1,1,TVC,4,
10.1624,um,Cell,Image 1,1,TVC,5,
8.89212,um,Cell,Image 1,1,TVC,6,
9.31555,um,Cell,Image 1,1,TVC,7,
