
Cell Center of Homogeneous Mass
 ==================== 
Cell Center of Homogeneous Mass X,Cell Center of Homogeneous Mass Y,Cell Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
46911.5,51105.6,22.743,um,Cell,Cell Center of Homogeneous Mass,1,ATM,6,
46897.4,51080.7,28.476,um,Cell,Cell Center of Homogeneous Mass,1,ATM,7,
46877.1,51051.1,35.518,um,Cell,Cell Center of Homogeneous Mass,1,ATM,9,
46833.3,51006.9,16.7515,um,Cell,Cell Center of Homogeneous Mass,1,TVC,0,
46821.9,51010.7,17.1481,um,Cell,Cell Center of Homogeneous Mass,1,TVC,1,
