
Nucleus Center of Image Mass Ch=2 Img=1
 ==================== 
Nucleus Center of Image Mass X,Nucleus Center of Image Mass Y,Nucleus Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,CellID,ID,
39810.3,82214.9,30.6293,um,Nucleus,2,Nucleus Center of Image Mass,Image 1,1,ATM,3,100000003,
39831.1,82221.3,31.8001,um,Nucleus,2,Nucleus Center of Image Mass,Image 1,1,ATM,4,100000004,
39865.8,82262.7,15.515,um,Nucleus,2,Nucleus Center of Image Mass,Image 1,1,TVC,0,100000000,
39863.5,82271.8,20.4118,um,Nucleus,2,Nucleus Center of Image Mass,Image 1,1,TVC,1,100000001,
39860.2,82264.5,25.0857,um,Nucleus,2,Nucleus Center of Image Mass,Image 1,1,TVC,2,100000002,
39855.1,82243.4,32.2503,um,Nucleus,2,Nucleus Center of Image Mass,Image 1,1,TVC,5,100000005,
