
Cell Ellipsoid Axis Length A
 ==================== 
Cell Ellipsoid Axis Length A,Unit,Category,Time,Default Labels,ID,
5.73661,um,Cell,1,TVC,0,
6.44302,um,Cell,1,TVC,1,
7.8126,um,Cell,1,TVC,2,
7.5064,um,Cell,1,ATM,3,
6.96361,um,Cell,1,ATM,4,
6.68019,um,Cell,1,TVC,5,
