
Cell Position
 ==================== 
Cell Position X,Cell Position Y,Cell Position Z,Unit,Category,Collection,Time,Default Labels,ID,
42015.6,27512.3,187.696,um,Cell,Cell Position,1,ATM,4,
42070.8,27477.6,196.005,um,Cell,Cell Position,1,ATM,5,
42079.4,27426.3,182.882,um,Cell,Cell Position,1,TVC,0,
42080.6,27439.6,183.519,um,Cell,Cell Position,1,TVC,1,
42066.8,27424.9,184.649,um,Cell,Cell Position,1,TVC,2,
42062.8,27432.7,185.037,um,Cell,Cell Position,1,TVC,3,
