
Center of Image Mass Ch=2 Img=1
 ==================== 
Center of Image Mass X,Center of Image Mass Y,Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
38858.7,69676.6,7.77072,um,Surface,2,Center of Image Mass,Image 1,1,ATMgroup,0,
38843.7,69617.8,42.5203,um,Surface,2,Center of Image Mass,Image 1,1,TVCgroup,2,
