
Nucleus Ellipsoid Axis Length A
 ==================== 
Nucleus Ellipsoid Axis Length A,Unit,Category,Time,Default Labels,CellID,ID,
2.94525,um,Nucleus,1,ATM,4,100000001,
2.74285,um,Nucleus,1,ATM,6,100000003,
2.23657,um,Nucleus,1,TVC,9,100000006,
2.25816,um,Nucleus,1,TVC,10,100000007,
1.89835,um,Nucleus,1,TVC,11,100000008,
