
Cell Area
 ==================== 
Cell Area,Unit,Category,Time,Default Labels,ID,
6884.17,um^2,Cell,1,ATM,3,
7622.76,um^2,Cell,1,ATM,4,
1961.85,um^2,Cell,1,TVC,9,
2378.26,um^2,Cell,1,TVC,10,
1481.15,um^2,Cell,1,TVC,11,
1584.69,um^2,Cell,1,TVC,12,
