
Ellipsoid Axis Length A
 ==================== 
Ellipsoid Axis Length A,Unit,Category,Time,Default Labels,ID,
6.49799,um,Surface,1,ATMgroup,0,
6.83108,um,Surface,1,TVCgroup,1,
