
BoundingBoxAA Length
 ==================== 
BoundingBoxAA Length X,BoundingBoxAA Length Y,BoundingBoxAA Length Z,Unit,Category,Collection,Time,Default Labels,ID,
53.707,74.7344,27.5541,um,Surface,BoundingBoxAA Length,1,ATMgroup,4,
26.7109,30.6914,19.9237,um,Surface,BoundingBoxAA Length,1,TVCgroup,0,
