
Ellipsoid Axis A
 ==================== 
Ellipsoid Axis A X,Ellipsoid Axis A Y,Ellipsoid Axis A Z,Unit,Category,Collection,Time,Default Labels,ID,
0.249953,0.459706,0.85217,um,Surface,Ellipsoid Axis A,1,ATMgroup,4,
-0.437045,0.145586,0.887579,um,Surface,Ellipsoid Axis A,1,TVCgroup,0,
