
Cell Center of Homogeneous Mass
 ==================== 
Cell Center of Homogeneous Mass X,Cell Center of Homogeneous Mass Y,Cell Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
50912.8,88646,58.7598,um,Cell,Cell Center of Homogeneous Mass,1,ATM,0,
50916.2,88631.8,61.5892,um,Cell,Cell Center of Homogeneous Mass,1,ATM,1,
50917.3,88617.3,64.0954,um,Cell,Cell Center of Homogeneous Mass,1,ATM,3,
50920.6,88595.1,70.3203,um,Cell,Cell Center of Homogeneous Mass,1,ATM,4,
50892.8,88631.8,62.0314,um,Cell,Cell Center of Homogeneous Mass,1,TVC,2,
50897.9,88637.2,68.0683,um,Cell,Cell Center of Homogeneous Mass,1,TVC,5,
