
Cell Distance to Image Border XYZ Img=1
 ==================== 
Cell Distance to Image Border XYZ,Unit,Category,Image,Time,Default Labels,ID,
20.3477,um,Cell,Image 1,1,TVC,6,
19.0759,um,Cell,Image 1,1,TVC,7,
8.4782,um,Cell,Image 1,1,TVC,8,
8.05429,um,Cell,Image 1,1,TVC,9,
7.20647,um,Cell,Image 1,1,ATM,10,
1.41797,um,Cell,Image 1,1,ATM,11,
