
Cell Center of Homogeneous Mass
 ==================== 
Cell Center of Homogeneous Mass X,Cell Center of Homogeneous Mass Y,Cell Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
35119.4,58192.5,176.46,um,Cell,Cell Center of Homogeneous Mass,1,ATM,4,
35081.1,58218.7,183.752,um,Cell,Cell Center of Homogeneous Mass,1,ATM,5,
35068.2,58243.8,150.365,um,Cell,Cell Center of Homogeneous Mass,1,TVC,0,
35080.5,58247.4,151.853,um,Cell,Cell Center of Homogeneous Mass,1,TVC,1,
35070,58237.2,157.627,um,Cell,Cell Center of Homogeneous Mass,1,TVC,2,
35078.3,58240,161.026,um,Cell,Cell Center of Homogeneous Mass,1,TVC,3,
