
Cell Center of Image Mass Ch=2 Img=1
 ==================== 
Cell Center of Image Mass X,Cell Center of Image Mass Y,Cell Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
38716.5,47060.2,178.123,um,Cell,2,Cell Center of Image Mass,Image 1,1,ATM,0,
38716.7,47040.6,184.342,um,Cell,2,Cell Center of Image Mass,Image 1,1,ATM,1,
38738.4,47114.9,196.59,um,Cell,2,Cell Center of Image Mass,Image 1,1,TVC,2,
38740.9,47122.2,197.897,um,Cell,2,Cell Center of Image Mass,Image 1,1,TVC,3,
38752.2,47110.9,197.601,um,Cell,2,Cell Center of Image Mass,Image 1,1,TVC,4,
38755.2,47118.4,198.274,um,Cell,2,Cell Center of Image Mass,Image 1,1,TVC,5,
