
Cell Ellipticity (prolate)
 ==================== 
Cell Ellipticity (prolate),Unit,Category,Time,Default Labels,ID,
0.394911,,Cell,1,TVC,6,
0.358483,,Cell,1,TVC,7,
0.346061,,Cell,1,TVC,8,
0.214901,,Cell,1,TVC,9,
0.439866,,Cell,1,ATM,10,
0.304413,,Cell,1,ATM,11,
0.538911,,Cell,1,ATM,12,
