
Ellipsoid Axis Length C
 ==================== 
Ellipsoid Axis Length C,Unit,Category,Time,Default Labels,ID,
18.8061,um,Surface,1,TVCgroup,0,
77.4108,um,Surface,1,ATMgroup,1,
