
BoundingBoxAA Length
 ==================== 
BoundingBoxAA Length X,BoundingBoxAA Length Y,BoundingBoxAA Length Z,Unit,Category,Collection,Time,Default Labels,ID,
61.0547,56.2305,23.2887,um,Surface,BoundingBoxAA Length,1,ATMgroup,0,
15.332,30.3867,25.4059,um,Surface,BoundingBoxAA Length,1,TVCgroup,1,
