
Cell Center of Image Mass Ch=1 Img=1
 ==================== 
Cell Center of Image Mass X,Cell Center of Image Mass Y,Cell Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
39658.1,60827,-20.2595,um,Cell,1,Cell Center of Image Mass,Image 1,1,ATM,3,
39635.4,60807.9,-18.1825,um,Cell,1,Cell Center of Image Mass,Image 1,1,ATM,4,
39681.9,60848.3,-13.8777,um,Cell,1,Cell Center of Image Mass,Image 1,1,ATM,5,
39728.3,60911.8,-29.358,um,Cell,1,Cell Center of Image Mass,Image 1,1,TVC,1,
39721,60918,-29.6855,um,Cell,1,Cell Center of Image Mass,Image 1,1,TVC,2,
