
Ellipsoid Axis Length C
 ==================== 
Ellipsoid Axis Length C,Unit,Category,Time,Default Labels,ID,
52.702,um,Surface,1,ATMgroup,0,
18.9724,um,Surface,1,TVCgroup,1,
