
Ellipsoid Axis Length B
 ==================== 
Ellipsoid Axis Length B,Unit,Category,Time,Default Labels,ID,
15.977,um,Surface,1,TVCgroup,0,
11.0289,um,Surface,1,ATMgroup,4,
