
Cell Ellipsoid Axis B
 ==================== 
Cell Ellipsoid Axis B X,Cell Ellipsoid Axis B Y,Cell Ellipsoid Axis B Z,Unit,Category,Collection,Time,Default Labels,ID,
0.765354,-0.642361,0.0400656,um,Cell,Cell Ellipsoid Axis B,1,TVC,0,
0.620887,0.765338,0.169579,um,Cell,Cell Ellipsoid Axis B,1,TVC,4,
0.882198,0.464987,-0.0742541,um,Cell,Cell Ellipsoid Axis B,1,TVC,5,
0.511588,0.857118,0.0602129,um,Cell,Cell Ellipsoid Axis B,1,TVC,7,
0.498982,0.675834,0.542462,um,Cell,Cell Ellipsoid Axis B,1,TVC,8,
0.641455,0.180473,-0.745631,um,Cell,Cell Ellipsoid Axis B,1,TVC,9,
