
Ellipsoid Axis Length A
 ==================== 
Ellipsoid Axis Length A,Unit,Category,Time,Default Labels,ID,
7.10775,um,Surface,1,TVCgroup,0,
8.92995,um,Surface,1,ATMgroup,4,
