
Cell Ellipticity (prolate)
 ==================== 
Cell Ellipticity (prolate),Unit,Category,Time,Default Labels,ID,
0.253197,,Cell,1,TVC,4,
0.362116,,Cell,1,TVC,5,
0.289061,,Cell,1,TVC,6,
0.343867,,Cell,1,TVC,9,
0.710959,,Cell,1,ATM,10,
0.617063,,Cell,1,ATM,11,
