
Cell Cytoplasm Volume
 ==================== 
Cell Cytoplasm Volume,Unit,Category,Time,Default Labels,ID,
3814.01,um^3,Cell,1,ATM,0,
389.743,um^3,Cell,1,TVC,3,
1034.41,um^3,Cell,1,TVC,4,
477.731,um^3,Cell,1,TVC,5,
782.614,um^3,Cell,1,TVC,8,
1121.5,um^3,Cell,1,TVC,9,
795.577,um^3,Cell,1,TVC,12,
