
Ellipsoid Axis Length C
 ==================== 
Ellipsoid Axis Length C,Unit,Category,Time,Default Labels,ID,
50.5786,um,Surface,1,ATMgroup,0,
13.3408,um,Surface,1,TVCgroup,2,
