
Center of Image Mass Ch=2 Img=1
 ==================== 
Center of Image Mass X,Center of Image Mass Y,Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
36708,76117.7,118.516,um,Surface,2,Center of Image Mass,Image 1,1,ATMgroup,0,
36683.8,76055.2,84.0756,um,Surface,2,Center of Image Mass,Image 1,1,TVCgroup,2,
