
Cell Sphericity
 ==================== 
Cell Sphericity,Unit,Category,Time,Default Labels,ID,
0.449033,,Cell,1,ATM,2,
0.399554,,Cell,1,ATM,3,
0.38364,,Cell,1,TVC,4,
0.505543,,Cell,1,TVC,5,
0.460929,,Cell,1,TVC,6,
0.341773,,Cell,1,TVC,7,
