
Cell Center of Homogeneous Mass
 ==================== 
Cell Center of Homogeneous Mass X,Cell Center of Homogeneous Mass Y,Cell Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
29650.7,26586.4,-8.56096,um,Cell,Cell Center of Homogeneous Mass,1,ATM,0,
29672,26594.4,-2.61482,um,Cell,Cell Center of Homogeneous Mass,1,ATM,1,
29654.7,26537.3,8.7523,um,Cell,Cell Center of Homogeneous Mass,1,TVC,2,
29650.6,26535.4,15.331,um,Cell,Cell Center of Homogeneous Mass,1,TVC,3,
29651.8,26544.2,18.5123,um,Cell,Cell Center of Homogeneous Mass,1,TVC,4,
29649.9,26550.7,14.3379,um,Cell,Cell Center of Homogeneous Mass,1,TVC,5,
