
BoundingBoxAA Length
 ==================== 
BoundingBoxAA Length X,BoundingBoxAA Length Y,BoundingBoxAA Length Z,Unit,Category,Collection,Time,Default Labels,ID,
86.7344,45.498,33.0277,um,Surface,BoundingBoxAA Length,1,ATMgroup,4,
30.707,39.5254,25.8293,um,Surface,BoundingBoxAA Length,1,TVCgroup,0,
