
BoundingBoxOO Length
 ==================== 
BoundingBoxOO Length A,BoundingBoxOO Length B,BoundingBoxOO Length C,Unit,Category,Collection,Time,Default Labels,ID,
19.7695,30.4814,93.8301,um,Surface,BoundingBoxOO Length,1,ATMgroup,4,
19.79,35.6875,40.6172,um,Surface,BoundingBoxOO Length,1,TVCgroup,0,
