
Nucleus Area
 ==================== 
Nucleus Area,Unit,Category,Time,Default Labels,CellID,ID,
171.892,um^2,Nucleus,1,TVC,1,100000001,
160.636,um^2,Nucleus,1,TVC,2,100000002,
185.138,um^2,Nucleus,1,TVC,3,100000003,
207.993,um^2,Nucleus,1,TVC,4,100000004,
584.04,um^2,Nucleus,1,ATM,7,100000007,
516.414,um^2,Nucleus,1,ATM,8,100000008,
