
Ellipsoid Axis C
 ==================== 
Ellipsoid Axis C X,Ellipsoid Axis C Y,Ellipsoid Axis C Z,Unit,Category,Collection,Time,Default Labels,ID,
-0.825493,-0.562768,0.0430568,um,Surface,Ellipsoid Axis C,1,ATMgroup,0,
-0.936427,0.29747,-0.186052,um,Surface,Ellipsoid Axis C,1,TVCgroup,2,
