
Cell Nucleus to Cytoplasm Volume Ratio
 ==================== 
Cell Nucleus to Cytoplasm Volume Ratio,Unit,Category,Time,Default Labels,ID,
0.0968378,,Cell,1,ATM,0,
0.111796,,Cell,1,ATM,1,
0.126915,,Cell,1,TVC,2,
0.115868,,Cell,1,TVC,3,
0.13859,,Cell,1,TVC,4,
0.160907,,Cell,1,TVC,5,
