
Cell Center of Image Mass Ch=1 Img=1
 ==================== 
Cell Center of Image Mass X,Cell Center of Image Mass Y,Cell Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
48579.8,55595,91.4911,um,Cell,1,Cell Center of Image Mass,Image 1,1,TVC,0,
48575.1,55599.8,98.3853,um,Cell,1,Cell Center of Image Mass,Image 1,1,TVC,1,
48584.5,55604.7,95.3773,um,Cell,1,Cell Center of Image Mass,Image 1,1,TVC,2,
48562.6,55599,110.622,um,Cell,1,Cell Center of Image Mass,Image 1,1,TVC,3,
48575.9,55605.1,105.515,um,Cell,1,Cell Center of Image Mass,Image 1,1,TVC,4,
