
Nucleus BoundingBoxOO Length
 ==================== 
Nucleus BoundingBoxOO Length A,Nucleus BoundingBoxOO Length B,Nucleus BoundingBoxOO Length C,Unit,Category,Collection,Time,Default Labels,CellID,ID,
6.9213,9.41898,10.4823,um,Nucleus,Nucleus BoundingBoxOO Length,1,ATM,6,100000006,
5.87969,10.457,11.0551,um,Nucleus,Nucleus BoundingBoxOO Length,1,ATM,8,100000008,
3.04471,5.85705,8.89627,um,Nucleus,Nucleus BoundingBoxOO Length,1,TVC,9,100000009,
3.63166,6.40645,8.09812,um,Nucleus,Nucleus BoundingBoxOO Length,1,TVC,10,100000010,
4.72808,6.31886,8.44806,um,Nucleus,Nucleus BoundingBoxOO Length,1,TVC,11,100000011,
4.61254,6.90294,8.39727,um,Nucleus,Nucleus BoundingBoxOO Length,1,TVC,12,100000012,
