
Cell Cytoplasm Area
 ==================== 
Cell Cytoplasm Area,Unit,Category,Time,Default Labels,ID,
1084.58,um^2,Cell,1,TVC,2,
1961.18,um^2,Cell,1,TVC,3,
999.173,um^2,Cell,1,TVC,4,
862.276,um^2,Cell,1,TVC,5,
3151.4,um^2,Cell,1,ATM,10,
3497.97,um^2,Cell,1,ATM,11,
