
Cell Ellipsoid Axis Length C
 ==================== 
Cell Ellipsoid Axis Length C,Unit,Category,Time,Default Labels,ID,
28.9393,um,Cell,1,ATM,2,
25.9851,um,Cell,1,ATM,3,
9.41393,um,Cell,1,TVC,4,
9.34474,um,Cell,1,TVC,5,
7.28998,um,Cell,1,TVC,6,
8.53655,um,Cell,1,TVC,7,
