
Ellipsoid Axis A
 ==================== 
Ellipsoid Axis A X,Ellipsoid Axis A Y,Ellipsoid Axis A Z,Unit,Category,Collection,Time,Default Labels,ID,
0.331894,-0.938346,0.0967141,um,Surface,Ellipsoid Axis A,1,ATMgroup,2,
-0.613443,-0.509984,0.602996,um,Surface,Ellipsoid Axis A,1,TVCgroup,0,
