
Ellipsoid Axis A
 ==================== 
Ellipsoid Axis A X,Ellipsoid Axis A Y,Ellipsoid Axis A Z,Unit,Category,Collection,Time,Default Labels,ID,
0.628175,-0.61514,-0.476444,um,Surface,Ellipsoid Axis A,1,ATMgroup,4,
0.112898,-0.296108,0.948459,um,Surface,Ellipsoid Axis A,1,TVCgroup,0,
