
Ellipsoid Axis Length C
 ==================== 
Ellipsoid Axis Length C,Unit,Category,Time,Default Labels,ID,
17.1252,um,Surface,1,TVCgroup,0,
37.9473,um,Surface,1,ATMgroup,4,
