
Nucleus Ellipticity (oblate)
 ==================== 
Nucleus Ellipticity (oblate),Unit,Category,Time,Default Labels,CellID,ID,
0.410089,,Nucleus,1,ATM,0,100000000,
0.512404,,Nucleus,1,ATM,4,100000002,
0.526617,,Nucleus,1,ATM,6,100000004,
0.345493,,Nucleus,1,TVC,8,100000006,
0.38848,,Nucleus,1,TVC,9,100000007,
0.555096,,Nucleus,1,TVC,10,100000008,
0.341697,,Nucleus,1,TVC,13,100000011,
