
Cell Ellipsoid Axis Length B
 ==================== 
Cell Ellipsoid Axis Length B,Unit,Category,Time,Default Labels,ID,
8.8509,um,Cell,1,ATM,0,
7.55744,um,Cell,1,ATM,4,
8.62396,um,Cell,1,ATM,6,
7.73306,um,Cell,1,TVC,8,
7.20007,um,Cell,1,TVC,9,
6.65553,um,Cell,1,TVC,10,
8.74762,um,Cell,1,TVC,13,
