
Ellipsoid Axis A
 ==================== 
Ellipsoid Axis A X,Ellipsoid Axis A Y,Ellipsoid Axis A Z,Unit,Category,Collection,Time,Default Labels,ID,
0.335336,0.884952,-0.323124,um,Surface,Ellipsoid Axis A,1,ATMgroup,4,
-0.729253,0.0301926,0.683578,um,Surface,Ellipsoid Axis A,1,TVCgroup,0,
