
Cell Ellipticity (oblate)
 ==================== 
Cell Ellipticity (oblate),Unit,Category,Time,Default Labels,ID,
0.10273,,Cell,1,ATM,0,
0.571435,,Cell,1,TVC,7,
0.31574,,Cell,1,TVC,8,
0.463467,,Cell,1,TVC,9,
0.319841,,Cell,1,TVC,10,
0.257596,,Cell,1,TVC,11,
