
Nucleus Distance from Center of Mass to Cell Membrane
 ==================== 
Nucleus Distance from Center of Mass to Cell Membrane,Unit,Category,Time,Default Labels,CellID,ID,
3.91599,um,Nucleus,1,TVC,0,100000000,
2.84929,um,Nucleus,1,TVC,1,100000001,
3.86379,um,Nucleus,1,TVC,2,100000002,
3.73926,um,Nucleus,1,TVC,3,100000003,
7.05667,um,Nucleus,1,ATM,5,100000005,
3.42208,um,Nucleus,1,ATM,6,100000006,
