
Center of Homogeneous Mass
 ==================== 
Center of Homogeneous Mass X,Center of Homogeneous Mass Y,Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
31984.3,101148,141.336,um,Surface,Center of Homogeneous Mass,1,ATMgroup,0,
31920.4,101153,156.041,um,Surface,Center of Homogeneous Mass,1,TVCgroup,1,
